,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1333,FDB05,OUT035,3850.210942609055
1334,FDH10,OUT045,2617.423005613425
1335,NCR06,OUT017,660.2935129038785
1336,FDU32,OUT018,1781.5068304867996
1337,FDD56,OUT049,2913.907055090127
1338,FDO36,OUT018,2598.760134583114
1339,FDH16,OUT010,224.62736772115838
1340,FDX10,OUT018,629.4758562096438
1341,FDZ37,OUT017,1370.4632248681116
1342,FDU31,OUT010,484.1289005010244
1343,DRC49,OUT049,2174.1842766613936
1344,FDL15,OUT045,2589.8944616919202
1345,FDN32,OUT019,509.7839634768015
1346,DRH59,OUT027,1643.3769392667464
1347,NCU29,OUT049,2360.2098396023707
1348,FDR37,OUT019,505.4856471427349
1349,FDS14,OUT018,2322.839179497442
1350,FDU02,OUT027,5858.461826032643
1351,FDJ08,OUT035,3191.7257005100964
1352,NCZ06,OUT045,3699.8972073654504
1353,FDO31,OUT049,1384.3166361028555
1354,FDH31,OUT018,1299.5040538231017
1355,FDS58,OUT017,2676.3822526141303
1356,NCA53,OUT027,1372.7169285482116
1357,FDF50,OUT046,2981.7210970762803
1358,NCW42,OUT049,3677.8974202540426
1359,NCQ17,OUT045,2503.7619466686324
1360,FDK51,OUT018,3806.54759149912
1361,NCW41,OUT010,432.7781596143284
1362,NCR29,OUT017,820.1199560795862
1363,FDB08,OUT019,445.89609850940207
1364,FDA40,OUT027,2334.8238377898433
1365,FDL14,OUT018,2322.3592641877067
1366,FDB47,OUT046,3467.551184886953
1367,FDO03,OUT035,3961.1050271754134
1368,DRK13,OUT019,484.9835085694283
1369,FDX13,OUT010,546.8357944642585
1370,FDF52,OUT046,3213.6664194784457
1371,FDT11,OUT013,3140.426890418469
1372,FDB08,OUT013,2486.4582850369566
1373,FDQ28,OUT018,2333.390249251397
1374,FDD29,OUT045,4171.85300104802
1375,NCQ29,OUT027,6018.78192069915
1376,NCO02,OUT013,1028.1756788025798
1377,FDR56,OUT010,472.12913929921973
1378,NCM54,OUT049,2007.4643406609598
1379,FDP51,OUT035,1944.741230588584
1380,FDT38,OUT013,1290.439552427334
1381,FDZ20,OUT018,3560.543506112502
1382,FDJ53,OUT013,1863.2182416966075
1383,FDX13,OUT049,4149.311833400643
1384,FDP58,OUT035,3680.07589809252
1385,NCK31,OUT019,135.17008556066514
1386,FDA35,OUT018,1751.7462614660183
1387,FDV37,OUT018,2880.524540222356
1388,NCO07,OUT027,5625.059115573268
1389,FDA20,OUT045,3087.56635423581
1390,FDZ59,OUT035,2642.502018714637
1391,NCY17,OUT017,749.6192994861694
1392,FDQ28,OUT035,2711.4302894815146
1393,FDV35,OUT017,2577.912368534287
1394,FDQ36,OUT013,605.492024543787
1395,FDD34,OUT018,2478.469945248178
1396,FDK51,OUT045,4361.577235658667
1397,FDV31,OUT035,2736.8399269617144
1398,FDR04,OUT035,1618.6022633834427
1399,FDR14,OUT049,914.4603996403858
1400,DRC36,OUT010,424.57842095427225
1401,FDE39,OUT019,283.69691165664756
1402,FDP57,OUT049,1683.461548392798
1403,FDE57,OUT046,2172.8504541500965
1404,NCN18,OUT046,1829.114254319459
1405,NCQ05,OUT018,2238.931287383245
1406,FDW47,OUT035,2028.7207324687397
1407,FDV46,OUT035,2273.2188527937237
1408,NCP29,OUT045,998.2103981921484
1409,FDE09,OUT018,1507.0111723081752
1410,NCU06,OUT027,5869.46366884678
1411,FDT19,OUT010,448.00029977053435
1412,DRF15,OUT017,2540.5936307655415
1413,DRI51,OUT013,2743.596620636587
1414,NCX54,OUT013,1711.6271685091433
1415,DRE01,OUT013,4075.1666950520007
1416,NCB07,OUT045,2999.048892190429
1417,FDU50,OUT035,1873.3939719538064
1418,FDG40,OUT035,601.4543143669009
1419,FDW10,OUT018,2505.84829334031
1420,FDX51,OUT013,3143.3079167358414
1421,NCP17,OUT045,1044.9035743426473
1422,FDP21,OUT035,3218.704198829278
1423,FDL04,OUT045,1610.4413156429907
1424,FDV23,OUT013,1912.8640539630076
1425,FDF24,OUT046,1262.2701853367403
1426,FDH56,OUT027,2873.749806752695
1427,FDB51,OUT049,939.0512910710156
1428,FDI58,OUT027,2584.012965801381
1429,FDR20,OUT013,723.5959846804093
1430,FDC51,OUT018,1747.2023529136093
1431,FDB16,OUT027,2291.845524434331
1432,FDE40,OUT049,970.9767747588962
1433,NCM17,OUT035,718.1491311201274
1434,FDU56,OUT035,3105.000067211038
1435,FDS32,OUT019,300.22136961539576
1436,FDX02,OUT049,3738.6537761565473
1437,FDT39,OUT027,3863.727034837791
1438,FDE35,OUT017,858.064742693309
1439,NCI42,OUT019,507.5737102099599
1440,DRL23,OUT046,1654.1428289374933
1441,FDA10,OUT046,2032.399955395625
1442,FDA11,OUT013,1600.4633178775205
1443,NCM06,OUT046,2379.6358284350963
1444,NCT05,OUT035,4249.265067192182
1445,NCQ02,OUT010,503.1438342466241
1446,NCY06,OUT049,2061.183865015819
1447,FDY56,OUT035,3995.3566390107585
1448,FDL02,OUT035,1656.594951778987
1449,NCI06,OUT035,3006.8752712069127
1450,FDQ14,OUT045,2449.158324414048
1451,FDQ12,OUT017,3940.3703557907343
1452,FDP36,OUT046,786.7874937962589
1453,FDK21,OUT027,5932.3910597514605
1454,FDO40,OUT045,2586.944059594488
1455,NCK54,OUT019,280.86324407376236
1456,FDY09,OUT018,2625.0525332209877
1457,NCW30,OUT049,3983.380586960313
1458,NCC55,OUT027,1369.48362311031
1459,FDE58,OUT018,1734.7862330720714
1460,FDR39,OUT013,3210.8141823896754
1461,FDU28,OUT049,3322.0537618346384
1462,FDH08,OUT017,3860.1541130913847
1463,FDG35,OUT045,2898.1390291327752
1464,FDG22,OUT049,607.7677119877826
1465,FDC34,OUT035,2813.634840845324
1466,FDP15,OUT018,3616.2895111542894
1467,FDK34,OUT010,501.65433008183965
1468,FDU45,OUT035,2084.428343305017
1469,FDQ04,OUT027,1389.504990709647
1470,FDX22,OUT018,3152.2173070417102
1471,FDB45,OUT017,1582.3574143086598
1472,NCH43,OUT027,5716.802352631286
1473,DRE60,OUT046,3963.7200444332493
1474,FDD17,OUT027,5901.653435335287
1475,NCM54,OUT017,2035.4085483898377
1476,NCH55,OUT013,2063.9825965635355
1477,NCT06,OUT017,2729.1728044201614
1478,FDA48,OUT027,5776.991799586942
1479,FDY58,OUT027,5772.228798008535
1480,FDO25,OUT045,3505.2674636272686
1481,FDN50,OUT045,1571.3214178725436
1482,FDH35,OUT035,2964.525574226417
1483,FDK09,OUT045,3916.7418824349834
1484,FDO16,OUT013,1369.4144482253714
1485,FDW11,OUT045,1076.9104103582583
1486,FDU47,OUT027,3630.385897652032
1487,NCQ42,OUT010,245.49676914783618
1488,FDK55,OUT027,2581.1803881053406
1489,FDN08,OUT049,1919.8916525521036
1490,FDT57,OUT045,4074.9256094870857
1491,FDJ12,OUT018,3072.1814110914706
1492,DRL59,OUT017,778.3181661962777
1493,NCN53,OUT046,679.2719868819851
1494,FDO51,OUT010,121.036379701934
1495,FDK56,OUT017,3137.6958926667808
1496,FDY12,OUT035,804.7872364351082
1497,FDU15,OUT035,633.0600694517407
1498,FDQ19,OUT046,3732.8331571498525
1499,DRF15,OUT045,2566.8960843167324
1500,DRE25,OUT019,245.1061167549806
1501,FDK57,OUT018,1777.2464944144592
1502,FDD33,OUT010,520.5881287082226
1503,FDR34,OUT027,5752.574282033997
1504,FDU04,OUT045,2027.20884901634
1505,FDE35,OUT019,152.99484309346025
1506,NCD31,OUT035,2914.715623713976
1507,FDJ56,OUT035,1579.750621773327
1508,NCU53,OUT046,2403.1427157273347
1509,FDD39,OUT035,3664.7514419862828
1510,NCU17,OUT019,263.476828463397
1511,FDJ20,OUT046,1911.1889651683628
1512,NCW41,OUT018,2361.3676775125846
1513,FDL52,OUT035,663.7659915808032
1514,FDS39,OUT035,2239.4334954804385
1515,DRJ47,OUT045,2766.731989838624
1516,FDP13,OUT010,125.54077618779202
1517,DRK39,OUT010,227.99937496779054
1518,FDF28,OUT010,250.98015301901944
1519,FDB09,OUT045,1876.7192670303841
1520,FDM51,OUT046,1485.78257164
1521,DRM49,OUT018,679.4526599157223
1522,DRF23,OUT013,2645.4688174055104
1523,DRH01,OUT035,2915.547399815577
1524,FDH12,OUT027,2641.297904695393
1525,FDA28,OUT019,277.06394621615016
1526,FDW37,OUT018,1215.2285967312569
1527,FDF02,OUT046,1703.239351685667
1528,DRL37,OUT046,731.2167624386836
1529,NCF43,OUT046,2134.7267367104237
1530,FDH08,OUT010,515.2940831519197
1531,FDR34,OUT019,536.1051876706482
1532,NCK19,OUT049,3189.7373136860338
1533,NCD55,OUT018,631.6459212085348
1534,FDT27,OUT049,3865.050137277042
1535,FDQ57,OUT045,2478.2813111520736
1536,FDA47,OUT035,2721.4533919477335
1537,DRG15,OUT027,1562.0492227206423
1538,FDE05,OUT018,2078.4878780686313
1539,FDN46,OUT046,1739.5030245498683
1540,FDX27,OUT027,2680.7738471774974
1541,FDT51,OUT045,1823.3656476157576
1542,FDU33,OUT013,697.7535855116454
1543,FDJ16,OUT027,1536.8488585390191
1544,FDD20,OUT019,282.4696889439462
1545,FDT36,OUT049,621.4583463248129
1546,DRF15,OUT027,3960.159302275778
1547,FDN52,OUT010,225.13907643435562
1548,FDC22,OUT027,5469.085549164799
1549,FDX15,OUT045,2739.491106553808
1550,FDT13,OUT013,3200.9322060330996
1551,FDU04,OUT017,2149.939762953368
1552,FDU31,OUT019,495.41168747588296
1553,FDW59,OUT027,2309.5721117960406
1554,NCO29,OUT046,2560.1509389249786
1555,FDL15,OUT035,2660.0823944169447
1556,FDI41,OUT049,2604.847452194023
1557,FDQ48,OUT049,1579.2399743793173
1558,DRI39,OUT013,747.7946173826938
1559,FDI08,OUT013,4043.068515894727
1560,FDC21,OUT049,1777.5508145099466
1561,FDF58,OUT035,979.5342854101796
1562,FDS08,OUT010,464.33933796973264
1563,FDE47,OUT045,1867.9831061117325
1564,NCP18,OUT019,368.88784771709885
1565,NCR41,OUT013,1539.6339711802693
1566,FDA27,OUT013,3702.53958587082
1567,FDA43,OUT035,3178.501752558087
1568,FDA49,OUT045,1325.9923025005317
1569,NCE55,OUT018,2706.5545673665515
1570,DRM49,OUT027,1393.536703257357
1571,FDF22,OUT027,5653.9973806862945
1572,FDQ15,OUT018,1073.736346690313
1573,NCS54,OUT017,2985.2561342062772
1574,NCY05,OUT013,604.8043900474618
1575,FDR45,OUT046,3819.564336186478
1576,FDK57,OUT049,1976.865612878103
1577,FDF41,OUT010,549.1881055160717
1578,FDV21,OUT046,2133.95204134699
1579,FDD51,OUT046,792.1966181770745
1580,FDF33,OUT046,1830.8046933009975
1581,FDA38,OUT046,3699.0810625779663
1582,FDR56,OUT045,3022.9892217287165
1583,NCN41,OUT017,2033.8326698696224
1584,FDC60,OUT027,2377.9430108535626
1585,FDB47,OUT045,3433.9173523912496
1586,DRH01,OUT013,2797.724194126806
1587,FDW08,OUT046,1631.7294914108927
1588,FDF38,OUT027,1411.0806397628444
1589,FDY32,OUT017,2574.865422106688
1590,FDG34,OUT049,1791.8471019403714
1591,FDG47,OUT019,573.9932497719244
1592,NCF18,OUT035,3215.760219991257
1593,FDL39,OUT019,447.28350282321276
1594,NCH55,OUT035,2120.0414849720673
1595,DRJ35,OUT049,937.3461958464832
1596,FDS44,OUT035,3969.4869066017377
1597,DRE01,OUT018,3628.0497174096963
1598,FDY39,OUT013,3172.1289846824575
1599,FDY32,OUT018,2491.4486706457865
1600,FDR33,OUT027,2751.147181495582
1601,NCP50,OUT049,1224.7078195000004
1602,FDZ47,OUT018,1276.6905111216238
1603,FDU57,OUT049,2474.9998233011406
1604,FDY44,OUT013,3160.074499191417
1605,DRH59,OUT018,805.6324912255094
1606,FDB03,OUT027,5857.163445243542
1607,FDY46,OUT045,2981.0683362252835
1608,FDM39,OUT045,2674.736063693952
1609,FDY36,OUT035,1166.8986169784575
1610,NCM55,OUT035,3185.8354281021334
1611,FDJ50,OUT010,133.12763432969825
1612,DRL60,OUT013,2379.4085644798865
1613,NCJ54,OUT049,3811.528206538026
1614,FDX59,OUT017,641.3075505601491
1615,FDI07,OUT013,2956.6827527303035
1616,DRF51,OUT010,120.94988717486669
1617,FDM14,OUT017,1782.356944241984
1618,FDP21,OUT045,3093.3227357521023
1619,FDE40,OUT035,1095.466657281802
1620,FDE05,OUT035,2564.542352405337
1621,FDM13,OUT027,3554.7944184648777
1622,FDC34,OUT027,4032.240072014764
1623,NCI55,OUT018,1787.9603688218988
1624,NCE43,OUT018,2437.277679261464
1625,FDW58,OUT018,1310.631279095711
1626,FDG60,OUT045,3755.2101193177477
1627,FDV31,OUT017,2681.5155959826843
1628,FDR47,OUT013,3178.0455186911004
1629,FDM60,OUT019,128.93956507710354
1630,NCF06,OUT018,3568.2912592742096
1631,NCN26,OUT027,2807.053635510258
1632,FDQ59,OUT049,1371.4517794803935
1633,FDF09,OUT046,652.2782842084301
1634,NCS06,OUT017,4527.398362624481
1635,FDT44,OUT046,1923.4901829272444
1636,FDI19,OUT017,3979.0957599110925
1637,FDT22,OUT017,942.7850419928001
1638,NCF54,OUT027,4138.4884996401415
1639,DRG25,OUT045,2970.201091525694
1640,FDB59,OUT017,2967.876291003631
1641,FDQ37,OUT017,3444.589242601507
1642,FDP56,OUT035,749.4421234951619
1643,FDW44,OUT035,2868.649150346765
1644,FDJ26,OUT010,506.3951517547211
1645,FDU43,OUT018,3311.797334697628
1646,FDW33,OUT045,1663.99658287938
1647,NCX53,OUT027,3653.0900173363016
1648,FDN56,OUT010,427.38328167631
1649,DRF15,OUT049,2476.207123953359
1650,FDO33,OUT017,1974.1179316305133
1651,FDZ39,OUT010,233.54542556877394
1652,NCJ19,OUT017,861.9740655106054
1653,FDU01,OUT035,3222.4983470207685
1654,FDT12,OUT035,3622.917825130026
1655,NCM18,OUT018,716.2520712818472
1656,FDP19,OUT017,2215.230689051181
1657,NCR42,OUT049,618.3646973210068
1658,FDN10,OUT046,1945.657635470308
1659,FDG44,OUT017,863.3405011031493
1660,FDQ10,OUT046,2873.3754855688003
1661,DRH13,OUT049,1610.4985325251807
1662,FDT52,OUT013,3915.0511005795597
1663,FDM56,OUT045,1671.2711583820405
1664,NCO43,OUT010,238.04196142539345
1665,NCV29,OUT035,2994.681314527721
1666,NCF06,OUT013,3948.252046409362
1667,FDO50,OUT035,1512.3032872028564
1668,FDT59,OUT013,3786.935932304528
1669,FDX40,OUT027,1384.3707860261834
1670,FDE50,OUT017,3211.2778435770365
1671,FDX51,OUT017,3089.422228061081
1672,NCD30,OUT018,1290.3686850837878
1673,FDK15,OUT013,1648.3980252465615
1674,FDL12,OUT045,1031.3428315749638
1675,FDK46,OUT017,4235.021565102874
1676,DRH49,OUT010,216.98929372276515
1677,FDQ57,OUT046,2427.1163246637116
1678,FDY59,OUT017,1580.5152374114539
1679,FDO09,OUT018,3746.999784064768
1680,NCG30,OUT035,1951.6692802023456
1681,FDM09,OUT017,2696.101320820349
1682,NCN17,OUT027,2626.4317231359814
1683,NCS42,OUT013,1574.0130293053078
1684,FDD02,OUT019,277.607803290337
1685,FDE34,OUT013,3124.4752455829753
1686,FDU38,OUT045,3070.0199213167834
1687,FDB33,OUT046,2717.923651301313
1688,NCJ29,OUT017,1351.5813341255325
1689,FDZ27,OUT035,743.5807284967045
1690,FDI40,OUT013,1544.944334689423
1691,FDG22,OUT013,590.7841106396587
1692,FDT51,OUT017,1836.483465887991
1693,FDF20,OUT018,2944.312909169505
1694,FDV50,OUT035,2052.612498037143
1695,FDT02,OUT049,625.3684889574367
1696,DRC49,OUT017,2530.7421376342063
1697,FDF26,OUT049,2402.8223807697445
1698,FDV52,OUT035,2184.098824377808
1699,FDX59,OUT049,651.4445927212973
1700,FDV25,OUT035,3646.700227428746
1701,FDW23,OUT027,1400.171000409803
1702,FDE53,OUT018,1319.6137773287655
1703,FDA19,OUT017,2046.0620894674878
1704,FDH22,OUT046,2066.759195353061
1705,NCO41,OUT013,1540.9515396167023
1706,FDX12,OUT017,3968.767700261312
1707,FDF17,OUT013,3006.0505685521057
1708,FDS11,OUT045,3709.752565076989
1709,FDR51,OUT035,2577.57105530347
1710,FDT49,OUT010,239.66066722507824
1711,FDC56,OUT013,1971.7608660689707
1712,FDR13,OUT027,2850.469999615558
1713,FDQ60,OUT035,1990.2960918904303
1714,FDN38,OUT049,3925.170191683102
1715,NCL29,OUT013,2455.0038897340937
1716,FDO13,OUT027,4177.515422065858
1717,FDE26,OUT018,2111.1906163587573
1718,FDA31,OUT010,435.7767649036692
1719,FDX14,OUT035,1208.3632894438813
1720,FDA34,OUT045,3110.7330021725043
1721,FDF26,OUT013,2415.49715807121
1722,FDE38,OUT045,2530.622014479294
1723,DRI11,OUT046,2092.1422385348264
1724,FDQ60,OUT027,2817.180397343731
1725,FDL21,OUT027,1374.0630666464826
1726,DRC12,OUT027,5597.957441952811
1727,FDC47,OUT046,3804.760439941123
1728,FDE57,OUT045,1956.5202067288635
1729,FDT14,OUT045,1947.4157393697105
1730,NCZ53,OUT046,3177.702924337061
1731,FDE28,OUT018,3478.438112951121
1732,FDR19,OUT035,2679.2749597285565
1733,NCF54,OUT019,420.45801617592696
1734,FDZ08,OUT046,1348.8318378352674
1735,NCJ05,OUT018,2329.821094859705
1736,FDF59,OUT046,1888.3876626000504
1737,NCO05,OUT035,1735.2319263437066
1738,FDW24,OUT018,675.798247571454
1739,NCX42,OUT018,2496.54387662383
1740,NCA53,OUT035,735.4492782468419
1741,FDI45,OUT019,423.6693842210114
1742,FDG46,OUT046,1885.9783572143115
1743,FDM20,OUT010,508.31812459938914
1744,FDW11,OUT010,141.12751724509943
1745,FDX08,OUT035,3070.000864268106
1746,NCK17,OUT035,654.490857805295
1747,FDK32,OUT018,2274.6329528984907
1748,NCA42,OUT035,2638.0772158315904
1749,DRI01,OUT035,2872.9990480125684
1750,NCL55,OUT049,4081.78814443989
1751,DRE25,OUT018,1264.831759350883
1752,FDD14,OUT017,3274.144519837317
1753,FDB10,OUT046,3814.5780726468884
1754,DRN11,OUT035,2568.9890745575312
1755,FDP38,OUT018,671.6341205082007
1756,NCA30,OUT017,3164.48363992396
1757,FDT15,OUT017,3170.0553125087463
1758,NCP55,OUT018,692.3024115925411
1759,FDF12,OUT035,2517.742010814794
1760,FDM21,OUT018,3521.5772764983903
1761,FDX56,OUT035,3471.3914033273327
1762,FDF10,OUT017,2730.1974089560013
1763,FDT32,OUT045,3066.0481145203794
1764,FDM51,OUT018,1304.4277852213731
1765,NCR50,OUT018,2323.476029131634
1766,FDI19,OUT049,3900.218927622872
1767,FDX21,OUT017,1745.1300538555538
1768,FDR31,OUT035,2595.1364778041752
1769,FDY02,OUT013,4225.682698226678
1770,NCA29,OUT045,3046.883664251996
1771,NCX17,OUT046,3606.3809683958557
1772,FDM12,OUT045,3084.0777245020818
1773,FDI53,OUT027,4100.868159629592
1774,NCU30,OUT049,2568.221425887709
1775,FDC56,OUT027,3002.7321056605306
1776,FDK27,OUT018,1759.364205682115
1777,NCK18,OUT017,2805.1598695604
1778,FDB52,OUT019,568.8563054950647
1779,DRG25,OUT027,5044.940129531947
1780,FDZ13,OUT049,853.2761008242286
1781,FDB57,OUT019,537.7799391912755
1782,FDR40,OUT046,1328.8017556426844
1783,NCO14,OUT019,130.8919719793261
1784,NCN19,OUT045,2936.8902421714897
1785,FDQ28,OUT019,371.6512783103423
1786,FDO13,OUT018,2590.503018043497
1787,FDK48,OUT013,1315.112007748743
1788,FDU07,OUT018,2264.1217659930153
1789,FDW20,OUT046,2184.30343230566
1790,FDV12,OUT010,232.11690342201564
1791,FDH24,OUT013,2491.0279959117856
1792,FDV59,OUT049,3618.889070893995
1793,FDK57,OUT045,1841.836863991005
1794,FDL16,OUT027,1421.6878082909172
1795,NCQ17,OUT046,2435.367072073596
1796,FDJ15,OUT018,2748.5073099065457
1797,FDX24,OUT049,1499.9483417344932
1798,FDT47,OUT046,1769.031316712631
1799,FDT10,OUT049,973.572986410874
1800,FDZ37,OUT018,1137.380305251505
1801,FDW43,OUT027,5726.97298332362
1802,DRN36,OUT017,1631.0307105127154
1803,FDJ14,OUT045,1349.6853814399053
1804,FDA32,OUT013,3577.9921825905512
1805,FDJ38,OUT019,484.2490483271881
1806,FDQ57,OUT017,2442.81853200035
1807,NCQ41,OUT019,547.4375996257237
1808,FDG56,OUT049,955.8695314231867
1809,DRC13,OUT027,3469.4606021412324
1810,FDV55,OUT035,2696.6946301286225
1811,FDQ49,OUT045,2625.5222837944243
1812,FDE29,OUT010,139.19892788297378
1813,FDR03,OUT013,3361.6977946740317
1814,FDD45,OUT049,1455.972574969872
1815,FDN38,OUT010,570.2407048780956
1816,FDT56,OUT046,848.3253488038059
1817,FDT48,OUT045,3009.738804544048
1818,FDU03,OUT049,3255.0667335909366
1819,FDC56,OUT010,249.58968453732425
1820,NCO43,OUT027,2563.1925684812054
1821,FDQ27,OUT017,1891.3022691716071
1822,FDR03,OUT046,3307.9069452396043
1823,DRH23,OUT010,129.67022009767456
1824,FDG22,OUT045,625.8299366280775
1825,NCJ42,OUT013,1649.6884103581385
1826,FDR24,OUT046,1397.1937642534024
1827,FDW60,OUT035,2745.480788525986
1828,FDJ08,OUT013,3127.836083420399
1829,DRL59,OUT018,679.602025046806
1830,FDG60,OUT010,514.4030811477679
1831,FDW27,OUT017,2444.1192798427364
1832,FDX14,OUT018,1066.1618114757196
1833,FDC20,OUT013,764.1142334122165
1834,NCS29,OUT018,3856.4895361968624
1835,FDJ56,OUT046,1546.5243052762462
1836,FDB20,OUT019,241.08410127462156
1837,FDL28,OUT027,5839.444864992092
1838,FDW01,OUT018,2206.1084631967474
1839,FDL03,OUT046,2965.80499445119
1840,FDX22,OUT049,3721.920159505389
1841,FDJ21,OUT035,2788.27048851049
1842,FDR31,OUT045,2493.7912123972155
1843,FDG21,OUT035,2738.2894301103793
1844,FDS22,OUT027,1393.7703404531799
1845,FDK08,OUT035,1564.536390147025
1846,FDE17,OUT018,2206.4340431177984
1847,NCN30,OUT017,1610.31216204364
1848,FDT50,OUT046,1488.653817311547
1849,NCX42,OUT049,2558.782718324826
1850,FDJ12,OUT035,3581.6768983390934
1851,NCA18,OUT027,2823.08871896377
1852,FDP23,OUT019,499.08052876464694
1853,FDX12,OUT013,3834.640176456282
1854,FDN40,OUT018,2221.584836577389
1855,FDV48,OUT035,1394.7765923034685
1856,NCY54,OUT013,2843.370093047081
1857,FDL16,OUT010,120.84664012127725
1858,FDR45,OUT018,3397.795318270803
1859,FDJ52,OUT046,2518.1929379669687
1860,DRG01,OUT017,1319.6536850216921
1861,FDP52,OUT013,3794.2604024622515
1862,FDU58,OUT017,3093.5536146107975
1863,FDL02,OUT045,1626.7304632783885
1864,FDG28,OUT013,3920.5713755345932
1865,FDA19,OUT035,1999.7872792684407
1866,FDW46,OUT027,1629.3365152141057
1867,NCD43,OUT049,1652.2987495275454
1868,DRG39,OUT013,710.8039045534866
1869,NCF55,OUT049,644.9798483351066
1870,FDJ07,OUT046,2093.0365097244953
1871,FDE08,OUT046,2528.5324322338793
1872,FDP56,OUT019,130.93360929911395
1873,FDT45,OUT045,779.0980920244087
1874,FDF17,OUT018,2856.9366677634603
1875,FDX44,OUT046,1360.2445768874866
1876,FDM28,OUT027,4760.938158490806
1877,FDI36,OUT049,3064.1700615872874
1878,FDS07,OUT045,1808.946975023413
1879,FDD36,OUT045,1942.0800004357925
1880,FDW11,OUT046,955.5151405311027
1881,FDN40,OUT049,2350.817212463285
1882,NCQ18,OUT049,1610.8660132631876
1883,NCQ54,OUT017,2939.2368178367155
1884,NCS42,OUT045,1673.9831884786806
1885,DRH39,OUT010,197.05513157145532
1886,FDC09,OUT027,2660.9634064311313
1887,FDT08,OUT010,378.18631274525353
1888,FDC08,OUT035,3663.2220607930135
1889,FDT20,OUT017,619.8927013366869
1890,FDS35,OUT035,1109.8424980995428
1891,FDX58,OUT018,2734.851777442842
1892,FDW58,OUT046,1712.8896012327962
1893,DRD27,OUT046,1492.7344387703106
1894,FDH32,OUT019,248.67207581329566
1895,FDS26,OUT035,3939.9818706563387
1896,FDQ31,OUT046,1439.2195618802784
1897,FDP11,OUT018,3214.9897737017895
1898,FDD58,OUT017,1649.9368109416164
1899,FDM33,OUT045,3698.551526844622
1900,FDZ16,OUT049,3261.4378308553805
1901,NCS29,OUT010,627.4940547374099
1902,NCM18,OUT019,153.66044858809647
1903,FDP11,OUT049,3855.2537072017954
1904,NCC42,OUT017,2224.3738807436835
1905,DRM23,OUT046,2815.434339676701
1906,NCN55,OUT027,5864.01067430393
1907,FDK46,OUT013,4148.32072141183
1908,FDR01,OUT046,3043.2513902754044
1909,NCA05,OUT045,2377.7863405007765
1910,NCP43,OUT017,2933.0565677037825
1911,FDR12,OUT010,407.9629836752101
1912,FDQ01,OUT013,3742.0245894266095
1913,FDM13,OUT046,1934.1659984658625
1914,FDQ19,OUT017,3921.790030244654
1915,FDK56,OUT019,474.9382856234898
1916,NCX06,OUT010,480.42294610177123
1917,FDO56,OUT027,2880.449615977199
1918,FDU45,OUT045,1817.0161259504935
1919,FDI16,OUT019,139.5144087323573
1920,FDL32,OUT046,2376.132124514862
1921,FDA07,OUT046,2074.239102104702
1922,FDA14,OUT045,2568.907841878247
1923,FDV46,OUT027,3603.955426230432
1924,NCO07,OUT035,3524.0732923831133
1925,NCP41,OUT046,1676.7387188134169
1926,FDY60,OUT018,1914.6899594781612
1927,FDN38,OUT017,3953.429813205293
1928,FDO15,OUT046,1142.2157857981156
1929,FDT60,OUT013,1904.2533739860362
1930,FDA55,OUT035,3927.5619036744647
1931,FDE02,OUT010,218.7295429572948
1932,DRJ39,OUT049,3585.4232226967843
1933,FDV34,OUT035,1160.7540420510068
1934,FDS20,OUT027,4928.769117089472
1935,FDF02,OUT027,2650.3105631330773
1936,FDW40,OUT017,2345.077018482667
1937,NCB43,OUT046,3172.572978858341
1938,FDR58,OUT017,1533.684626179233
1939,DRJ59,OUT035,662.1562207561328
1940,NCD30,OUT017,1597.4090550904546
1941,FDE14,OUT017,1641.2760394591376
1942,FDC28,OUT018,1332.6800731392445
1943,FDU16,OUT018,1125.218651590475
1944,NCD19,OUT035,831.5193900962008
1945,FDU21,OUT046,638.7239480283396
1946,FDV59,OUT027,5684.836735542202
1947,FDU03,OUT045,3073.315495294313
1948,FDC33,OUT010,540.8540512673411
1949,NCR42,OUT035,621.0716696110919
1950,DRH59,OUT035,1219.5307405765134
1951,NCM31,OUT035,2262.0253250021765
1952,FDS50,OUT035,3756.8700048020714
1953,FDP39,OUT046,805.9205386879978
1954,FDQ55,OUT013,2079.622105801105
1955,FDV36,OUT019,278.28881976973474
1956,FDI05,OUT027,2142.9822476308827
1957,FDS45,OUT027,2605.6553184529866
1958,FDA39,OUT045,675.9145156474584
1959,FDC37,OUT010,242.381232721845
1960,FDJ60,OUT027,4071.7063301478133
1961,DRQ35,OUT046,2007.0496766028286
1962,NCJ06,OUT046,2045.9612885805964
1963,NCY42,OUT018,2118.2222268488167
1964,DRM37,OUT049,3090.4519166241266
1965,FDR14,OUT045,808.0027440857597
1966,FDE51,OUT049,709.7493952528871
1967,FDT33,OUT017,2685.666388051829
1968,FDR08,OUT013,1666.2047135665143
1969,FDE36,OUT010,468.0209804115109
1970,FDL22,OUT019,255.1445601798921
1971,FDR44,OUT013,2026.5912815809431
1972,FDI56,OUT019,254.6469413673641
1973,FDE47,OUT010,251.60385629273972
1974,FDV27,OUT010,230.23733736612925
1975,FDV10,OUT049,710.3761720262077
1976,FDC40,OUT045,1313.2482948012437
1977,NCX41,OUT013,3643.628449111491
1978,NCQ38,OUT027,2620.020647204028
1979,FDV12,OUT027,2604.974297477385
1980,FDE52,OUT017,1373.0744329753695
